text,label
"Hello Your account qualifies for a limited time reward, this week — follow the instructions #226",spam
"Good morning The team meeting will begin at ten in the morning, before the meeting — for the project #387",normal
"Important notice You are selected for a special bonus offer, within 24 hours — secure your bonus #126",spam
"Important notice Congratulations you have won a free cash prize today, today — confirm your eligibility #58",spam
"Hello Claim your exclusive reward before it expires, during this promotion — claim it now #63",spam
"Notice The team meeting will begin at ten in the morning, this afternoon — for the upcoming exam #248",normal
"Quick update Claim your lottery winnings immediately, within 24 hours — claim it now #361",spam
"Dear student The exam timetable has been released by the department, tomorrow — for the upcoming exam #257",normal
"Team update You are selected for a special bonus offer, for a limited period — activate the reward #9",spam
"Reminder The exam timetable has been released by the department, before the meeting — for the class activity #490",normal
"Important notice The exam timetable has been released by the department, this week — for the class activity #25",normal
"Important notice Urgent you have been chosen for a cash reward, before the deadline — finish the registration #305",spam
"Action required Claim your lottery winnings immediately, for a limited period — complete the form #202",spam
"Team update Claim your exclusive reward before it expires, for a limited period — verify your entry #84",spam
"Good morning Claim your lottery winnings immediately, while the offer lasts — complete the form #257",spam
"Please note Get free vouchers when you complete this offer, while supplies last — confirm your eligibility #296",spam
"Good morning The department meeting is scheduled for tomorrow morning, tomorrow — for the team discussion #301",normal
"Quick update Claim your lottery winnings immediately, before midnight — finish the registration #323",spam
"Hello The workshop registration closes at the end of the week, before the meeting — for the laboratory #215",normal
"Dear student Get free vouchers when you complete this offer, before midnight — activate the reward #379",spam
"Hello Claim your exclusive reward before it expires, before midnight — activate the reward #51",spam
"Quick update Win a brand new smartphone by entering now, during this promotion — verify your entry #26",spam
"Important notice Please review the updated project document before submission, tomorrow — for the assignment #27",normal
"Team update Get free vouchers when you complete this offer, within 24 hours — activate the reward #18",spam
"Action required Please submit the project report before Friday, before submission — for the project #117",normal
"Reminder Exclusive offer receive your bonus gift today, while supplies last — redeem the offer #238",spam
"Reminder The workshop registration closes at the end of the week, during the next session — for the team discussion #151",normal
"Team update The department meeting is scheduled for tomorrow morning, during the workshop — for the laboratory #359",normal
"Reminder The team meeting will begin at ten in the morning, after class — for the class activity #28",normal
"Team update The exam timetable has been released by the department, this afternoon — for the project #114",normal
"Action required Congratulations you have won a free cash prize today, for a limited period — secure your bonus #421",spam
"Team update Exclusive offer receive your bonus gift today, right now — verify your entry #219",spam
"Hello Please review the updated project document before submission, after class — for the final submission #406",normal
"Action required Can we discuss the project requirements after class, before Friday — for the department review #483",normal
"Important notice You have won a surprise prize click to claim, this week — redeem the offer #42",spam
"Important notice Your account qualifies for a limited time reward, before the deadline — claim it now #160",spam
"Please note Get free vouchers when you complete this offer, before midnight — activate the reward #473",spam
"Notice The department meeting is scheduled for tomorrow morning, during the workshop — for the department review #56",normal
"Important notice You are selected for a special bonus offer, within 24 hours — confirm your eligibility #249",spam
"Action required Get free vouchers when you complete this offer, while the offer lasts — confirm your eligibility #334",spam
"Reminder Claim your lottery winnings immediately, for a limited period — secure your bonus #253",spam
"Team update Claim your exclusive reward before it expires, while the offer lasts — finish the registration #374",spam
"Hello Win a brand new smartphone by entering now, for a limited period — confirm your eligibility #22",spam
"Good morning Urgent you have been chosen for a cash reward, before the deadline — confirm your eligibility #456",spam
"Dear student Win a brand new smartphone by entering now, within 24 hours — secure your bonus #242",spam
"Team update Please bring your notebook to the laboratory session, during the next session — for the meeting #122",normal
"Action required Your assignment feedback is available on the portal, tomorrow — for the team discussion #89",normal
"Please note Claim your exclusive reward before it expires, before the deadline — redeem the offer #387",spam
"Dear student Please bring your notebook to the laboratory session, this week — for the meeting #436",normal
"Notice Get free vouchers when you complete this offer, within 24 hours — claim it now #11",spam
"Please note Claim your exclusive reward before it expires, during this promotion — confirm your eligibility #404",spam
"Please note Please review the updated project document before submission, before Friday — for the final submission #1",normal
"Team update You have won a surprise prize click to claim, while the offer lasts — activate the reward #218",spam
"Reminder Your presentation slides need to be submitted today, during the workshop — for the class activity #334",normal
"Dear student Your assignment feedback is available on the portal, during the workshop — for the team discussion #153",normal
"Reminder Claim your exclusive reward before it expires, while the offer lasts — collect your prize #335",spam
"Good morning The department meeting is scheduled for tomorrow morning, this afternoon — for the meeting #80",normal
"Team update The exam timetable has been released by the department, during the next session — for the presentation #53",normal
"Please note Please submit the project report before Friday, tomorrow — for the meeting #279",normal
"Hello You have won a surprise prize click to claim, while supplies last — activate the reward #76",spam
"Quick update Your account qualifies for a limited time reward, before the deadline — follow the instructions #140",spam
"Good morning Win a brand new smartphone by entering now, while supplies last — claim it now #362",spam
"Quick update Can we discuss the project requirements after class, today — for the department review #395",normal
"Good morning Get free vouchers when you complete this offer, while the offer lasts — redeem the offer #57",spam
"Good morning The workshop registration closes at the end of the week, after class — for the meeting #49",normal
"Notice Please submit the project report before Friday, before Friday — for the team discussion #241",normal
"Action required Your presentation slides need to be submitted today, this afternoon — for the team discussion #144",normal
"Dear student Please submit the project report before Friday, during the next session — for the department review #475",normal
"Team update You are selected for a special bonus offer, right now — secure your bonus #289",spam
"Hello Urgent you have been chosen for a cash reward, right now — collect your prize #102",spam
"Good morning The workshop registration closes at the end of the week, after class — for the team discussion #362",normal
"Please note The workshop registration closes at the end of the week, today — for the class activity #162",normal
"Notice Please review the updated project document before submission, this afternoon — for the assignment #471",normal
"Dear student The workshop registration closes at the end of the week, this afternoon — for the presentation #485",normal
"Good morning Claim your exclusive reward before it expires, right now — redeem the offer #156",spam
"Please note Get free vouchers when you complete this offer, before midnight — collect your prize #78",spam
"Please note Please submit the project report before Friday, during the next session — for the meeting #377",normal
"Please note The department meeting is scheduled for tomorrow morning, during the workshop — for the upcoming exam #267",normal
"Dear student The workshop registration closes at the end of the week, after class — for the class activity #238",normal
"Team update Get free vouchers when you complete this offer, today — collect your prize #428",spam
"Hello The department meeting is scheduled for tomorrow morning, after class — for the assignment #236",normal
"Notice Your account qualifies for a limited time reward, right now — collect your prize #401",spam
"Dear student Exclusive offer receive your bonus gift today, within 24 hours — redeem the offer #240",spam
"Dear student Please submit the project report before Friday, before submission — for the laboratory #496",normal
"Quick update Urgent you have been chosen for a cash reward, during this promotion — finish the registration #150",spam
"Reminder Exclusive offer receive your bonus gift today, for a limited period — redeem the offer #191",spam
"Quick update Claim your lottery winnings immediately, while supplies last — confirm your eligibility #331",spam
"Good morning Exclusive offer receive your bonus gift today, before the deadline — collect your prize #254",spam
"Good morning Get free vouchers when you complete this offer, within 24 hours — confirm your eligibility #159",spam
"Quick update Your presentation slides need to be submitted today, during the next session — for the meeting #408",normal
"Quick update Claim your exclusive reward before it expires, before the deadline — claim it now #260",spam
"Dear student Win a brand new smartphone by entering now, this week — secure your bonus #2",spam
"Quick update Please bring your notebook to the laboratory session, during the next session — for the presentation #55",normal
"Good morning Claim your exclusive reward before it expires, while the offer lasts — finish the registration #31",spam
"Good morning Please submit the project report before Friday, during the workshop — for the presentation #323",normal
"Important notice Claim your exclusive reward before it expires, for a limited period — verify your entry #461",spam
"Team update Congratulations you have won a free cash prize today, within 24 hours — follow the instructions #363",spam
"Please note Can we discuss the project requirements after class, after class — for the presentation #67",normal
"Quick update Can we discuss the project requirements after class, after class — for the project #357",normal
"Quick update Congratulations you have won a free cash prize today, while supplies last — follow the instructions #438",spam
"Please note Your account qualifies for a limited time reward, while supplies last — finish the registration #251",spam
"Please note You have won a surprise prize click to claim, today — complete the form #348",spam
"Hello Can we discuss the project requirements after class, before submission — for the team discussion #41",normal
"Please note You are selected for a special bonus offer, before midnight — complete the form #380",spam
"Notice Please bring your notebook to the laboratory session, after class — for the laboratory #14",normal
"Reminder Your presentation slides need to be submitted today, this week — for the meeting #344",normal
"Dear student The exam timetable has been released by the department, this week — for the department review #218",normal
"Action required Please submit the project report before Friday, during the next session — for the upcoming exam #478",normal
"Please note Urgent you have been chosen for a cash reward, during this promotion — secure your bonus #223",spam
"Team update Please review the updated project document before submission, tomorrow — for the team discussion #433",normal
"Dear student Your assignment feedback is available on the portal, this week — for the upcoming exam #106",normal
"Dear student The department meeting is scheduled for tomorrow morning, today — for the class activity #65",normal
"Team update Exclusive offer receive your bonus gift today, within 24 hours — confirm your eligibility #46",spam
"Reminder Your assignment feedback is available on the portal, today — for the laboratory #176",normal
"Action required Urgent you have been chosen for a cash reward, within 24 hours — confirm your eligibility #233",spam
"Hello The department meeting is scheduled for tomorrow morning, during the workshop — for the class activity #94",normal
"Notice Please review the updated project document before submission, this week — for the presentation #148",normal
"Action required You are selected for a special bonus offer, during this promotion — verify your entry #85",spam
"Important notice The department meeting is scheduled for tomorrow morning, after class — for the upcoming exam #303",normal
"Quick update Your account qualifies for a limited time reward, within 24 hours — confirm your eligibility #118",spam
"Reminder Your presentation slides need to be submitted today, this afternoon — for the class activity #286",normal
"Hello Claim your lottery winnings immediately, this week — collect your prize #40",spam
"Hello Your assignment feedback is available on the portal, after class — for the presentation #77",normal
"Reminder Congratulations you have won a free cash prize today, this week — collect your prize #399",spam
"Reminder The team meeting will begin at ten in the morning, tomorrow — for the presentation #57",normal
"Good morning You have won a surprise prize click to claim, within 24 hours — finish the registration #210",spam
"Reminder Can we discuss the project requirements after class, this week — for the class activity #376",normal
"Hello Claim your exclusive reward before it expires, within 24 hours — redeem the offer #286",spam
"Action required Can we discuss the project requirements after class, before submission — for the assignment #317",normal
"Quick update Exclusive offer receive your bonus gift today, for a limited period — confirm your eligibility #190",spam
"Good morning Congratulations you have won a free cash prize today, for a limited period — finish the registration #225",spam
"Notice Claim your lottery winnings immediately, while supplies last — confirm your eligibility #180",spam
"Important notice Please submit the project report before Friday, today — for the project #155",normal
"Action required Your assignment feedback is available on the portal, before submission — for the team discussion #265",normal
"Important notice Please submit the project report before Friday, during the next session — for the department review #393",normal
"Quick update The team meeting will begin at ten in the morning, today — for the project #498",normal
"Hello Can we discuss the project requirements after class, before Friday — for the project #488",normal
"Dear student Please bring your notebook to the laboratory session, before Friday — for the final submission #29",normal
"Please note Win a brand new smartphone by entering now, for a limited period — claim it now #454",spam
"Quick update Claim your lottery winnings immediately, while the offer lasts — confirm your eligibility #487",spam
"Please note The workshop registration closes at the end of the week, during the next session — for the presentation #442",normal
"Reminder Claim your exclusive reward before it expires, before midnight — activate the reward #446",spam
"Hello Claim your exclusive reward before it expires, today — follow the instructions #162",spam
"Important notice The workshop registration closes at the end of the week, tomorrow — for the department review #278",normal
"Good morning Your assignment feedback is available on the portal, before the meeting — for the team discussion #66",normal
"Action required Your presentation slides need to be submitted today, tomorrow — for the upcoming exam #152",normal
"Quick update Exclusive offer receive your bonus gift today, while the offer lasts — complete the form #419",spam
"Important notice Congratulations you have won a free cash prize today, before midnight — follow the instructions #4",spam
"Quick update You have won a surprise prize click to claim, today — secure your bonus #86",spam
"Team update Can we discuss the project requirements after class, before Friday — for the presentation #497",normal
"Quick update Claim your exclusive reward before it expires, right now — complete the form #43",spam
"Quick update Your account qualifies for a limited time reward, right now — activate the reward #276",spam
"Team update Get free vouchers when you complete this offer, before midnight — activate the reward #99",spam
"Team update Please bring your notebook to the laboratory session, before the meeting — for the presentation #372",normal
"Reminder Your assignment feedback is available on the portal, this afternoon — for the laboratory #251",normal
"Quick update Get free vouchers when you complete this offer, within 24 hours — claim it now #250",spam
"Quick update You have won a surprise prize click to claim, before midnight — complete the form #343",spam
"Notice Please bring your notebook to the laboratory session, before Friday — for the meeting #401",normal
"Action required Can we discuss the project requirements after class, after class — for the team discussion #54",normal
"Please note Your account qualifies for a limited time reward, within 24 hours — follow the instructions #192",spam
"Dear student Your presentation slides need to be submitted today, today — for the final submission #390",normal
"Reminder You are selected for a special bonus offer, for a limited period — verify your entry #397",spam
"Good morning Claim your exclusive reward before it expires, while the offer lasts — collect your prize #145",spam
"Good morning Your presentation slides need to be submitted today, during the workshop — for the team discussion #392",normal
"Hello Your account qualifies for a limited time reward, during this promotion — complete the form #198",spam
"Action required Get free vouchers when you complete this offer, before midnight — follow the instructions #408",spam
"Dear student Urgent you have been chosen for a cash reward, this week — secure your bonus #441",spam
"Hello Your account qualifies for a limited time reward, this week — confirm your eligibility #465",spam
"Important notice You are selected for a special bonus offer, today — complete the form #317",spam
"Team update Claim your lottery winnings immediately, during this promotion — redeem the offer #125",spam
"Hello Please submit the project report before Friday, during the next session — for the team discussion #19",normal
"Notice The exam timetable has been released by the department, during the next session — for the final submission #353",normal
"Please note You have won a surprise prize click to claim, for a limited period — follow the instructions #178",spam
"Team update Can we discuss the project requirements after class, this week — for the class activity #441",normal
"Dear student The department meeting is scheduled for tomorrow morning, before the meeting — for the team discussion #292",normal
"Important notice Win a brand new smartphone by entering now, before the deadline — activate the reward #244",spam
"Important notice Congratulations you have won a free cash prize today, during this promotion — complete the form #492",spam
"Action required Please bring your notebook to the laboratory session, before submission — for the team discussion #492",normal
"Dear student Please bring your notebook to the laboratory session, before the meeting — for the presentation #76",normal
"Quick update Your presentation slides need to be submitted today, after class — for the project #339",normal
"Team update Your presentation slides need to be submitted today, during the workshop — for the laboratory #355",normal
"Dear student Your presentation slides need to be submitted today, during the next session — for the laboratory #217",normal
"Good morning Please submit the project report before Friday, today — for the final submission #23",normal
"Please note The team meeting will begin at ten in the morning, tomorrow — for the project #398",normal
"Hello Your assignment feedback is available on the portal, before Friday — for the class activity #157",normal
"Action required The team meeting will begin at ten in the morning, this week — for the department review #107",normal
"Dear student The team meeting will begin at ten in the morning, this week — for the upcoming exam #189",normal
"Quick update Can we discuss the project requirements after class, after class — for the presentation #141",normal
"Good morning Your assignment feedback is available on the portal, before Friday — for the presentation #132",normal
"Hello Please bring your notebook to the laboratory session, this afternoon — for the department review #181",normal
"Important notice Claim your exclusive reward before it expires, during this promotion — follow the instructions #82",spam
"Hello The exam timetable has been released by the department, before Friday — for the final submission #102",normal
"Action required You are selected for a special bonus offer, today — verify your entry #35",spam
"Good morning Please bring your notebook to the laboratory session, this afternoon — for the class activity #371",normal
"Important notice Congratulations you have won a free cash prize today, this week — complete the form #95",spam
"Quick update You have won a surprise prize click to claim, this week — confirm your eligibility #113",spam
"Action required The exam timetable has been released by the department, after class — for the presentation #191",normal
"Quick update Please bring your notebook to the laboratory session, tomorrow — for the team discussion #320",normal
"Reminder You are selected for a special bonus offer, right now — secure your bonus #38",spam
"Dear student You are selected for a special bonus offer, while the offer lasts — secure your bonus #491",spam
"Action required Your assignment feedback is available on the portal, before submission — for the class activity #493",normal
"Important notice Get free vouchers when you complete this offer, while the offer lasts — claim it now #294",spam
"Dear student Claim your lottery winnings immediately, before the deadline — secure your bonus #252",spam
"Team update Your assignment feedback is available on the portal, during the workshop — for the project #349",normal
"Important notice The exam timetable has been released by the department, today — for the project #429",normal
"Reminder Please review the updated project document before submission, during the workshop — for the presentation #275",normal
"Team update Claim your lottery winnings immediately, for a limited period — finish the registration #417",spam
"Please note Win a brand new smartphone by entering now, while the offer lasts — complete the form #79",spam
"Notice The exam timetable has been released by the department, this afternoon — for the team discussion #338",normal
"Action required Your account qualifies for a limited time reward, for a limited period — activate the reward #80",spam
"Hello Claim your lottery winnings immediately, before midnight — verify your entry #239",spam
"Action required Your assignment feedback is available on the portal, after class — for the laboratory #81",normal
"Dear student The team meeting will begin at ten in the morning, this afternoon — for the class activity #180",normal
"Team update You have won a surprise prize click to claim, while the offer lasts — redeem the offer #131",spam
"Please note Your presentation slides need to be submitted today, before submission — for the final submission #40",normal
"Hello Your assignment feedback is available on the portal, this week — for the team discussion #70",normal
"Please note The exam timetable has been released by the department, before submission — for the presentation #277",normal
"Reminder Please submit the project report before Friday, this week — for the class activity #126",normal
"Quick update Please review the updated project document before submission, this week — for the assignment #469",normal
"Important notice Exclusive offer receive your bonus gift today, right now — complete the form #143",spam
"Important notice You are selected for a special bonus offer, today — complete the form #220",spam
"Team update Please review the updated project document before submission, tomorrow — for the upcoming exam #412",normal
"Dear student Exclusive offer receive your bonus gift today, before midnight — follow the instructions #194",spam
"Important notice Win a brand new smartphone by entering now, before the deadline — secure your bonus #62",spam
"Reminder Urgent you have been chosen for a cash reward, before the deadline — secure your bonus #264",spam
"Please note Please submit the project report before Friday, this afternoon — for the upcoming exam #58",normal
"Notice Can we discuss the project requirements after class, before Friday — for the department review #140",normal
"Dear student Can we discuss the project requirements after class, during the next session — for the presentation #389",normal
"Quick update Your presentation slides need to be submitted today, after class — for the project #484",normal
"Good morning Please submit the project report before Friday, after class — for the laboratory #477",normal
"Action required Exclusive offer receive your bonus gift today, within 24 hours — claim it now #453",spam
"Reminder Your assignment feedback is available on the portal, during the workshop — for the team discussion #96",normal
"Team update You are selected for a special bonus offer, right now — complete the form #101",spam
"Reminder You have won a surprise prize click to claim, right now — claim it now #447",spam
"Good morning Win a brand new smartphone by entering now, while supplies last — collect your prize #280",spam
"Notice You have won a surprise prize click to claim, for a limited period — finish the registration #499",spam
"Notice Your account qualifies for a limited time reward, for a limited period — redeem the offer #189",spam
"Good morning You have won a surprise prize click to claim, while supplies last — confirm your eligibility #370",spam
"Important notice Can we discuss the project requirements after class, after class — for the final submission #182",normal
"Dear student The workshop registration closes at the end of the week, before Friday — for the project #110",normal
"Notice You have won a surprise prize click to claim, today — verify your entry #227",spam
"Reminder Congratulations you have won a free cash prize today, before midnight — finish the registration #318",spam
"Reminder Your assignment feedback is available on the portal, today — for the project #413",normal
"Important notice Can we discuss the project requirements after class, this afternoon — for the final submission #116",normal
"Quick update Can we discuss the project requirements after class, before Friday — for the project #119",normal
"Reminder Claim your exclusive reward before it expires, this week — secure your bonus #394",spam
"Notice Congratulations you have won a free cash prize today, before the deadline — verify your entry #283",spam
"Please note You are selected for a special bonus offer, while the offer lasts — claim it now #439",spam
"Hello The exam timetable has been released by the department, this week — for the upcoming exam #206",normal
"Quick update Urgent you have been chosen for a cash reward, for a limited period — claim it now #406",spam
"Dear student You have won a surprise prize click to claim, before the deadline — collect your prize #470",spam
"Dear student The department meeting is scheduled for tomorrow morning, before the meeting — for the team discussion #370",normal
"Notice You have won a surprise prize click to claim, right now — complete the form #498",spam
"Dear student The exam timetable has been released by the department, after class — for the meeting #335",normal
"Please note Your assignment feedback is available on the portal, today — for the project #71",normal
"Notice Congratulations you have won a free cash prize today, while the offer lasts — redeem the offer #148",spam
"Action required Your account qualifies for a limited time reward, while the offer lasts — redeem the offer #357",spam
"Dear student Your assignment feedback is available on the portal, this week — for the department review #240",normal
"Please note Your presentation slides need to be submitted today, before the meeting — for the laboratory #59",normal
"Hello Please bring your notebook to the laboratory session, this week — for the presentation #358",normal
"Reminder Congratulations you have won a free cash prize today, right now — finish the registration #372",spam
"Important notice Claim your exclusive reward before it expires, during this promotion — follow the instructions #332",spam
"Hello Urgent you have been chosen for a cash reward, during this promotion — secure your bonus #115",spam
"Good morning You have won a surprise prize click to claim, right now — complete the form #412",spam
"Dear student Get free vouchers when you complete this offer, during this promotion — activate the reward #405",spam
"Dear student You are selected for a special bonus offer, during this promotion — verify your entry #316",spam
"Please note Win a brand new smartphone by entering now, before the deadline — follow the instructions #53",spam
"Good morning The team meeting will begin at ten in the morning, tomorrow — for the upcoming exam #388",normal
"Quick update Your account qualifies for a limited time reward, today — secure your bonus #184",spam
"Reminder Claim your lottery winnings immediately, right now — collect your prize #17",spam
"Good morning The department meeting is scheduled for tomorrow morning, this week — for the department review #169",normal
"Notice Your assignment feedback is available on the portal, before submission — for the department review #476",normal
"Action required Urgent you have been chosen for a cash reward, today — confirm your eligibility #152",spam
"Please note Get free vouchers when you complete this offer, for a limited period — finish the registration #354",spam
"Quick update Claim your lottery winnings immediately, within 24 hours — secure your bonus #32",spam
"Reminder Please review the updated project document before submission, this week — for the class activity #90",normal
"Hello Congratulations you have won a free cash prize today, before midnight — redeem the offer #129",spam
"Good morning Please bring your notebook to the laboratory session, before submission — for the meeting #208",normal
"Notice Claim your exclusive reward before it expires, right now — collect your prize #402",spam
"Please note The team meeting will begin at ten in the morning, during the workshop — for the assignment #337",normal
"Good morning Please review the updated project document before submission, this week — for the project #242",normal
"Action required Get free vouchers when you complete this offer, while supplies last — secure your bonus #137",spam
"Quick update You are selected for a special bonus offer, while supplies last — secure your bonus #433",spam
"Important notice Claim your lottery winnings immediately, today — activate the reward #29",spam
